Index,Unique_URLS,Total_Number_Requests,Total_Server_OK_Requests,Total_Server_Error_Requests,Total_Client_Eror_Requests,Country
976,44,101,92,2,6,US
977,24,101,95,0,1,NL
978,30,101,93,0,0,US
979,31,101,77,9,1,US
980,36,101,87,0,0,US
981,64,100,89,1,5,US
982,36,100,92,0,6,NL
983,59,100,82,2,4,US
984,48,100,93,1,1,US
985,37,100,97,0,1,US
986,25,100,25,0,0,US
987,27,100,35,0,0,US
988,3,100,100,0,0,TW
989,8,100,96,0,0,BE
990,79,99,91,0,0,JP
991,32,99,70,1,0,US
992,6,99,72,0,0,NL
993,29,99,72,0,7,US
994,20,99,95,0,0,AU
995,37,99,97,0,0,PE
996,48,99,85,0,3,US
997,5,99,99,0,0,HK
998,31,99,92,0,0,US
999,35,99,97,0,0,JP
1000,78,99,74,0,2,US
1001,12,99,92,6,0,US
1002,31,99,90,1,0,US
1003,49,99,57,0,6,US
1004,48,99,97,0,2,US
1005,2,99,99,0,0,US
1006,49,98,88,7,1,US
1007,42,98,90,0,3,US
1008,8,98,67,0,1,IN
1009,63,98,90,0,2,US
1010,14,98,98,0,0,US
1011,50,98,91,0,1,US
1012,11,98,58,0,0,SG
1013,22,98,93,0,0,NL
1014,22,98,90,0,0,US
1015,79,98,55,18,1,US
1016,22,97,82,0,0,US
1017,29,97,91,0,0,US
1018,46,97,66,0,1,ID
1019,29,97,62,0,4,US
1020,25,97,95,0,0,US
1021,62,97,89,1,0,US
1022,16,97,95,0,0,ES
1023,20,97,93,0,0,US
1024,53,96,94,0,0,US
1025,18,96,93,0,0,ID
1026,50,96,91,1,3,US
1027,10,96,93,0,0,PE
1028,8,96,96,0,0,ZA
1029,46,96,82,1,0,US
1030,92,96,90,0,3,US
1031,13,96,95,0,1,US
1032,6,96,79,1,0,US
1033,53,95,91,0,0,US
1034,78,95,86,0,0,US
1035,68,95,92,0,0,JP
1036,28,95,92,0,0,US
1037,72,95,90,0,0,US
1038,10,95,93,0,0,US
1039,27,95,47,1,1,US
1040,90,95,84,0,2,US
1041,29,95,89,0,1,US
1042,21,95,90,0,1,JP
1043,13,95,88,0,6,RU
1044,14,95,44,0,0,US
1045,37,95,72,10,0,US
1046,11,95,75,0,2,US
1047,4,95,66,1,1,US
1048,53,95,82,0,0,US
1049,55,94,78,0,4,US
1050,54,94,92,0,0,US
1051,89,94,0,0,94,BE
1052,49,94,83,1,1,US
1053,16,94,85,1,4,US
1054,32,94,83,0,0,NL
1055,15,94,92,0,0,PE
1056,90,94,94,0,0,AU
1057,33,94,86,0,4,CA
1058,40,94,89,0,2,US
1059,20,94,92,0,0,US
1060,3,94,94,0,0,US
1061,12,94,63,0,0,SG
1062,29,94,73,0,3,US
1063,13,94,67,0,0,US
1064,25,94,75,0,0,US
1065,2,93,93,0,0,US
1066,27,93,64,2,1,US
1067,16,93,89,0,0,US
1068,1,93,93,0,0,GT
1069,40,93,79,0,0,US
1070,41,93,86,1,1,US
1071,20,93,90,0,0,JP
1072,52,93,79,0,1,US
1073,57,93,43,0,0,US
1074,18,93,66,1,0,NL
1075,91,93,87,0,0,UA
1076,23,92,89,0,0,US
1077,42,92,82,1,0,US
1078,48,92,75,1,0,US
1079,30,92,77,0,0,ID
1080,46,92,83,1,0,CA
1081,85,92,75,0,0,US
1082,80,92,0,1,91,US
1083,16,92,89,0,2,US
1084,9,92,92,0,0,US
1085,2,92,92,0,0,TW
1086,58,92,35,1,48,US
1087,33,92,85,0,0,US
1088,13,92,73,0,0,US
1089,41,92,62,25,1,US
1090,14,92,91,0,0,US
1091,86,92,85,6,0,US
1092,20,92,18,0,74,DE
1093,12,91,89,0,0,US
1094,3,91,91,0,0,US
1095,1,91,91,0,0,BR
1096,7,91,90,0,0,AU
1097,2,91,91,0,0,US
1098,37,91,86,0,0,US
1099,36,90,75,4,1,US
1100,52,90,77,1,0,CA
1101,41,90,78,2,4,US
1102,50,90,79,1,3,US
1103,56,90,84,0,5,US
1104,55,90,89,0,0,US
1105,48,90,86,0,0,US
1106,32,90,86,0,2,PE
1107,37,90,73,1,1,ZW
1108,17,90,87,0,3,US
1109,24,90,90,0,0,US
1110,90,90,90,0,0,JP
1111,11,90,88,0,2,MY
1112,14,90,15,0,0,US
1113,12,89,35,0,0,US
1114,80,89,81,0,3,US
1115,50,89,80,0,3,US
1116,54,89,79,1,1,US
1117,39,89,74,0,4,US
1118,45,89,78,1,0,US
1119,44,89,77,1,3,US
1120,2,89,87,0,0,AU
1121,8,89,85,0,0,CH
1122,72,89,70,0,6,US
1123,89,89,89,0,0,JP
1124,17,89,17,0,0,US
1125,25,88,83,0,0,US
1126,34,88,55,5,3,US
1127,39,88,72,1,0,AU
1128,23,88,87,0,0,JP
1129,3,88,34,0,0,US
1130,48,88,77,0,1,US
1131,50,88,78,2,2,US
1132,17,88,85,0,0,US
1133,47,88,82,0,0,CA
1134,11,88,87,0,0,RU
1135,17,88,22,0,1,US
1136,3,88,55,2,0,US
1137,65,88,71,0,1,US
1138,45,88,66,2,4,US
1139,40,87,74,0,1,AU
1140,30,87,15,4,36,CN
1141,31,87,83,0,0,IN
1142,53,87,80,0,2,US
1143,40,87,73,0,1,US
1144,4,87,86,0,0,US
1145,42,87,84,0,1,CA
1146,31,87,79,2,0,US
1147,52,87,78,0,1,US
1148,70,87,82,2,0,DE
1149,10,87,84,0,0,US
1150,22,87,35,0,0,US
1151,58,87,35,0,44,US
1152,28,87,85,0,0,US
1153,28,87,78,0,2,US
1154,34,86,73,3,2,US
1155,30,86,53,0,0,US
1156,31,86,79,0,1,US
1157,48,86,77,0,3,US
1158,46,86,82,0,1,US
1159,48,86,83,0,1,US
1160,12,86,82,0,0,AU
1161,20,86,83,0,0,AU
1162,31,86,86,0,0,GB
1163,60,86,76,0,2,US
1164,7,86,85,0,0,TW
1165,69,86,19,0,66,US
1166,14,86,69,0,0,US
1167,74,86,74,8,0,US
1168,31,86,81,0,0,CA
1169,20,85,83,0,1,US
1170,42,85,55,0,1,ID
1171,56,85,68,1,0,US
1172,55,85,85,0,0,US
1173,38,85,78,0,3,US
1174,54,85,78,1,4,US
1175,49,85,82,0,2,US
1176,39,85,78,0,4,US
1177,11,85,77,0,0,AU
1178,24,85,79,2,0,US
1179,28,85,80,0,0,HK
1180,50,85,69,1,4,JP
1181,51,85,79,0,2,US
1182,1,85,85,0,0,US
1183,11,85,17,0,0,US
1184,23,85,42,8,0,US
1185,37,84,79,3,2,CN
1186,45,84,79,1,0,US
1187,58,84,81,0,0,US
1188,25,84,82,0,1,US
1189,27,84,67,0,16,US
1190,78,84,78,0,0,JP
1191,42,84,79,1,0,US
1192,37,84,70,0,3,SG
1193,3,84,84,0,0,US
1194,33,84,48,0,1,US
1195,19,84,22,0,1,US
1196,6,84,72,0,2,US
1197,39,84,56,0,1,US
1198,73,84,76,0,0,US
1199,74,84,78,0,1,US
1200,28,84,70,0,12,LU
1201,20,83,39,0,0,US
1202,45,83,74,1,2,US
1203,36,83,65,0,0,US
1204,13,83,77,1,4,RU
1205,80,83,70,0,1,US
1206,13,83,52,0,0,DE
1207,41,83,72,1,6,US
1208,11,83,14,0,0,US
1209,9,83,81,0,2,US
1210,83,83,76,0,0,US
1211,45,82,75,2,2,US
1212,44,82,75,0,3,US
1213,45,82,73,0,4,US
1214,43,82,75,0,4,US
1215,21,82,80,0,0,PE
1216,37,82,75,0,3,US
1217,26,82,71,0,0,CN
1218,29,82,74,0,1,US
1219,3,82,82,0,0,RU
1220,61,82,77,0,5,JP
1221,45,82,49,13,2,US
1222,24,82,64,0,1,US
1223,2,82,79,0,0,US
1224,6,82,6,0,0,US
1225,9,82,80,0,0,NL
1226,10,82,82,0,0,US
1227,42,81,48,0,1,ID
1228,1,81,0,0,0,GB
1229,9,81,79,0,0,US
1230,65,81,77,0,0,US
1231,26,81,57,0,15,US
1232,40,81,76,0,0,US
1233,24,81,47,0,0,CN
1234,31,81,80,0,0,PE
1235,36,81,80,0,0,EC
1236,20,81,33,5,0,US
1237,49,81,72,0,2,US
1238,54,81,77,0,0,US
1239,59,81,78,0,0,FR
1240,32,81,78,0,0,US
1241,31,81,33,0,0,US
1242,18,81,54,0,1,US
1243,24,81,79,0,0,US
1244,6,81,70,0,0,US
1245,42,81,74,0,1,US
1246,21,81,73,1,5,US
1247,14,80,78,0,0,US
1248,40,80,34,42,4,US
1249,44,80,57,0,0,ID
1250,2,80,80,0,0,US
1251,36,80,72,0,2,US
1252,16,80,79,0,0,PE
1253,10,80,78,0,1,US
1254,16,80,79,0,0,BR
1255,30,80,74,0,4,MY
1256,11,80,80,0,0,MY
1257,51,80,75,0,2,US
1258,33,80,59,0,0,US
1259,53,80,64,0,1,US
1260,65,80,17,0,62,US
1261,9,80,75,0,0,BE
1262,43,80,66,0,0,US
1263,45,79,73,0,0,US
1264,65,79,72,6,0,AU
1265,6,79,78,0,0,ZA
1266,40,79,68,0,1,US
1267,51,79,65,0,1,CN
1268,8,79,79,0,0,PE
1269,17,79,77,0,0,RU
1270,22,79,71,0,1,US
1271,9,79,12,0,0,US
1272,53,79,31,1,41,US
1273,8,79,52,3,1,US
1274,6,79,79,0,0,US
1275,43,78,71,1,2,US
1276,39,78,66,0,3,US
1277,48,78,69,1,0,US
1278,36,78,74,0,3,US
1279,30,78,72,0,0,AU
1280,9,78,78,0,0,CH
1281,13,78,76,0,0,PE
1282,10,78,76,0,0,PE
1283,17,78,57,0,2,SG
1284,12,78,77,0,0,RU
1285,14,78,77,0,0,US
1286,38,78,63,0,0,US
1287,43,78,33,36,1,US
1288,36,78,65,0,1,US
1289,30,78,68,0,0,US
1290,16,77,71,0,0,US
1291,43,77,71,0,1,US
1292,44,77,68,2,1,US
1293,37,77,73,2,1,US
1294,55,77,72,1,4,US
1295,38,77,66,3,5,US
1296,38,77,71,0,5,US
1297,43,77,74,0,0,US
1298,16,77,43,5,24,US
1299,29,77,54,1,4,NL
1300,22,77,77,0,0,PE
1301,39,77,34,0,1,US
1302,24,77,69,0,2,US
1303,3,77,64,0,1,IN
1304,72,77,0,0,77,US
1305,18,77,74,0,0,US
1306,29,77,77,0,0,GB
1307,13,77,72,0,0,ES
1308,7,76,76,0,0,US
1309,57,76,72,0,1,US
1310,24,76,73,0,1,JP
1311,40,76,59,1,0,US
1312,40,76,72,0,2,US
1313,38,76,67,3,3,US
1314,19,76,69,0,0,US
1315,13,76,75,0,0,CA
1316,4,76,22,0,2,SG
1317,13,76,76,0,0,US
1318,3,76,76,0,0,US
1319,1,75,4,0,71,CN
1320,69,75,50,0,24,TW
1321,25,75,63,0,0,US
1322,45,75,66,0,2,US
1323,48,75,70,2,1,US
1324,17,75,67,0,0,US
1325,13,75,63,0,0,AU
1326,24,75,71,0,0,CL
1327,44,75,66,0,0,MY
1328,25,75,67,1,1,US
1329,18,75,75,0,0,JP
1330,12,75,75,0,0,SG
1331,2,75,75,0,0,US
1332,55,75,25,0,48,US
1333,17,75,73,0,1,US
1334,23,75,75,0,0,GB
1335,17,74,52,0,0,US
1336,38,74,52,1,1,US
1337,63,74,72,0,1,JP
1338,23,74,72,0,0,JP
1339,29,74,73,0,0,US
1340,8,74,73,0,0,US
1341,43,74,61,0,2,US
1342,39,74,68,0,3,US
1343,2,74,12,9,53,US
1344,25,74,73,0,0,GB
1345,10,74,72,0,0,US
1346,22,74,74,0,0,US
1347,16,74,74,0,0,US
1348,17,74,69,0,0,US
1349,32,74,37,0,1,US
1350,42,74,63,1,1,US
1351,8,74,74,0,0,FI
1352,3,74,73,0,0,TW
1353,66,74,9,0,60,US
1354,68,74,55,1,0,US
1355,8,74,74,0,0,DK
1356,6,74,71,1,0,DE
1357,1,73,1,0,72,CN
1358,31,73,64,1,3,US
1359,27,73,49,21,2,US
1360,12,73,71,0,0,AU
1361,11,73,72,0,0,US
1362,41,73,60,1,6,US
1363,23,73,71,0,0,PE
1364,6,73,73,0,0,PE
1365,7,73,69,0,0,PE
1366,36,73,68,0,0,US
1367,38,73,67,0,0,US
1368,48,73,59,0,6,US
1369,6,73,69,0,0,NG
1370,70,73,73,0,0,US
1371,31,73,66,0,1,US
1372,13,73,63,0,1,US
1373,21,73,26,0,0,US
1374,8,73,72,0,0,FI
1375,34,73,48,0,0,US
1376,44,73,59,0,3,US
1377,15,72,70,0,0,US
1378,72,72,0,0,72,CN
1379,49,72,54,0,0,US
1380,43,72,67,1,2,US
1381,30,72,47,0,0,US
1382,2,72,71,0,0,US
1383,9,72,72,0,0,US
1384,27,72,65,0,2,CN
1385,2,72,71,0,1,CZ
1386,9,72,72,0,0,AU
1387,33,72,59,0,0,US
1388,21,72,70,0,0,US
1389,22,71,69,0,1,US
1390,14,71,71,0,0,US
1391,25,71,68,0,3,US
1392,43,71,61,0,3,US
1393,36,71,66,0,1,US
1394,40,71,61,1,5,US
1395,21,71,68,0,0,AU
1396,23,71,48,0,0,AU
1397,12,71,70,0,0,PE
1398,33,71,58,0,5,US
1399,13,71,59,0,0,CA
1400,28,71,70,0,1,JP
1401,18,71,68,0,0,JP
1402,63,71,71,0,0,US
1403,32,71,36,0,3,US
1404,3,71,19,0,1,SG
1405,45,71,49,0,2,US
1406,67,71,63,0,0,US
1407,68,71,56,0,0,US
1408,36,71,59,0,0,US
1409,1,70,69,0,1,IN
1410,4,70,47,0,0,AU
1411,26,70,68,0,0,SG
1412,46,70,56,3,1,US
1413,30,70,64,0,0,US
1414,44,70,58,1,3,US
1415,38,70,66,0,0,US
1416,36,70,64,0,3,US
1417,16,70,69,1,0,DE
1418,31,70,69,0,0,GT
1419,26,70,69,1,0,PE
1420,51,70,50,0,0,PE
1421,26,70,67,1,0,CA
1422,38,70,61,0,0,SG
1423,34,70,64,0,1,US
1424,43,70,62,0,1,US
1425,26,70,62,0,2,US
1426,31,70,68,0,1,US
1427,1,70,70,0,0,US
1428,29,70,38,0,1,US
1429,40,70,44,7,0,US
1430,49,70,60,0,1,US
1431,45,70,57,4,0,US
1432,29,70,70,0,0,GB
1433,22,70,70,0,0,GB
1434,33,69,55,0,1,US
1435,31,69,46,0,0,US
1436,35,69,68,0,1,US
1437,35,69,64,3,0,US
1438,37,69,44,0,20,US
1439,39,69,64,0,0,US
1440,27,69,59,0,0,US
1441,36,69,65,1,2,US
1442,28,69,63,0,0,CN
1443,42,69,63,1,2,CA
1444,23,69,56,1,0,HK
1445,7,69,68,0,0,US
1446,32,69,54,0,0,US
1447,21,69,65,0,3,NL
1448,17,69,68,1,0,US
1449,27,69,69,0,0,US
1450,58,69,38,2,0,US
1451,62,69,54,2,0,US
1452,64,69,55,0,1,US
1453,2,69,1,1,32,FR
1454,46,68,64,0,0,JP
1455,38,68,59,0,0,US
1456,32,68,68,0,0,JP
1457,45,68,55,2,1,US
1458,37,68,67,0,0,US
1459,32,68,58,2,1,US
1460,44,68,62,0,1,US
1461,34,68,65,0,0,US
1462,35,68,61,0,2,US
1463,68,68,0,0,0,US
1464,3,68,66,0,0,VE
1465,26,68,66,0,0,JP
1466,67,68,59,0,9,CN
1467,12,68,62,0,0,US
1468,68,68,65,0,0,US
1469,29,68,59,1,0,US
1470,36,68,55,0,0,SG
1471,2,68,66,0,0,BD
1472,44,68,17,0,0,US
1473,53,68,55,0,3,US
1474,21,68,67,0,0,US
1475,12,68,48,0,0,US
1476,64,68,60,0,0,US
1477,65,68,52,13,2,US
1478,30,67,63,0,0,US
1479,23,67,46,0,8,US
1480,16,67,60,0,0,US
1481,19,67,64,0,0,US
1482,29,67,52,0,7,AU
1483,12,67,66,0,0,US
1484,35,67,61,0,3,US
1485,45,67,64,0,2,US
1486,37,67,52,0,0,US
1487,9,67,63,0,2,AU
1488,19,67,56,0,0,AU
1489,16,67,66,0,0,PE
1490,13,67,62,0,0,SG
1491,25,67,64,0,0,US
1492,19,67,60,0,0,US
1493,21,67,67,0,0,US
1494,30,67,59,0,1,US
1495,10,67,24,0,0,US
1496,9,67,51,0,3,US
1497,16,67,42,1,0,CA
1498,3,66,66,0,0,US
1499,20,66,62,0,0,US
1500,23,66,58,0,1,US
1501,14,66,65,0,0,CN
1502,45,66,65,0,0,US
1503,3,66,66,0,0,US
1504,34,66,55,2,1,CA
1505,18,66,64,0,2,US
1506,26,66,65,0,0,AU
1507,18,66,62,0,0,US
1508,35,66,59,1,0,US
1509,3,66,0,2,64,US
1510,20,66,38,0,0,US
1511,29,66,65,0,0,HK
1512,3,66,4,0,62,CN
1513,4,66,66,0,0,US
1514,34,66,54,0,0,US
1515,13,66,13,0,0,US
1516,19,66,26,0,1,US
1517,50,66,57,0,0,US
1518,59,66,0,0,57,US
1519,60,66,7,0,58,US
1520,10,66,34,1,4,US
1521,4,66,65,0,0,RO
1522,33,65,54,0,0,US
1523,58,65,56,0,1,JP
1524,39,65,59,0,0,PH
1525,1,65,65,0,0,PH
1526,27,65,58,0,0,US
1527,36,65,63,0,2,US
1528,36,65,60,0,4,US
1529,42,65,59,0,2,US
1530,39,65,46,0,1,CN
1531,45,65,65,0,0,CA
1532,29,65,62,0,1,PE
1533,11,65,64,0,0,PE
1534,33,65,48,0,7,US
1535,10,65,63,0,0,US
1536,58,65,54,0,2,US
1537,65,65,58,0,0,US
1538,4,65,65,0,0,NL
1539,23,65,64,0,1,US
1540,27,65,64,0,1,GB
1541,50,64,63,0,0,JP
1542,35,64,57,1,0,US
1543,33,64,57,1,1,US
1544,39,64,57,1,1,US
1545,28,64,56,0,7,US
1546,2,64,63,0,1,VE
1547,26,64,64,0,0,PE
1548,20,64,55,0,0,HK
1549,31,64,59,0,1,US
1550,3,64,63,0,0,RU
1551,64,64,37,0,27,CN
1552,21,64,51,0,0,US
1553,31,64,59,0,0,US
1554,32,64,17,0,1,US
1555,39,64,32,0,4,US
1556,21,64,58,0,2,US
1557,10,64,64,0,0,US
1558,7,64,50,1,0,US
1559,51,64,15,0,48,US
1560,16,64,53,0,0,US
1561,57,64,52,0,1,US
1562,60,64,47,0,1,US
1563,64,64,0,0,64,US
1564,3,64,63,0,0,US
1565,22,64,58,0,0,US
1566,9,64,62,0,0,NL
1567,16,63,52,0,1,US
1568,44,63,46,8,1,US
1569,30,63,54,0,0,AU
1570,5,63,63,0,0,US
1571,2,63,63,0,0,CA
1572,12,63,61,0,0,US
1573,29,63,39,0,1,US
1574,36,63,57,1,1,US
1575,32,63,56,2,2,US
1576,30,63,57,0,0,US
1577,27,63,61,1,1,US
1578,40,63,60,0,2,US
1579,63,63,0,0,0,US
1580,2,63,63,0,0,GT
1581,46,63,40,0,1,US
1582,35,63,62,1,0,US
1583,57,63,48,0,0,US
1584,50,63,56,1,0,US
1585,33,63,59,0,3,CN
1586,4,63,62,0,1,US
1587,26,63,53,1,1,US
1588,1,63,0,0,0,NL
1589,1,63,0,0,0,NL
1590,8,62,62,0,0,US
1591,34,62,61,0,0,AU
1592,36,62,57,0,1,US
1593,12,62,57,0,0,NL
1594,26,62,59,0,0,NL
1595,24,62,58,0,0,IS
1596,26,62,40,0,1,CA
1597,19,62,61,0,0,JP
1598,16,62,60,0,0,US
1599,34,62,60,0,1,US
1600,4,62,61,0,0,PE
1601,11,62,61,0,1,AU
1602,24,62,54,0,0,US
1603,25,62,59,0,0,US
1604,51,62,59,0,3,JP
1605,53,62,58,0,1,DE
1606,20,62,20,0,1,US
1607,5,62,8,0,0,SG
1608,6,62,61,0,0,FI
1609,30,62,55,0,0,US
1610,56,62,41,0,3,US
1611,4,62,55,0,0,RO
1612,8,61,57,0,4,US
1613,31,61,52,0,1,US
1614,4,61,61,0,0,US
1615,39,61,42,0,0,US
1616,33,61,51,1,1,US
1617,34,61,59,0,2,US
1618,16,61,59,0,0,DE
1619,18,61,56,0,3,PE
1620,11,61,57,2,0,VE
1621,38,61,59,0,0,SG
1622,20,61,56,0,2,AU
1623,42,61,50,0,3,US
1624,40,61,61,0,0,US
1625,27,61,31,0,2,US
1626,26,61,26,0,2,US
1627,12,61,15,0,0,US
1628,7,61,8,0,0,US
1629,6,61,61,0,0,FI
1630,3,61,31,0,0,NL
1631,41,61,27,0,30,US
1632,61,61,1,0,60,US
1633,17,61,60,0,0,US
1634,25,60,60,0,0,IN
1635,17,60,57,0,3,US
1636,35,60,49,0,0,US
1637,26,60,51,1,0,US
1638,23,60,56,0,2,US
1639,31,60,43,0,12,US
1640,13,60,60,0,0,IN
1641,20,60,59,0,0,NL
1642,3,60,57,0,0,US
1643,6,60,60,0,0,JP
1644,32,60,50,0,4,US
1645,18,60,58,0,0,JP
1646,34,60,58,0,1,US
1647,41,60,52,2,6,US
1648,32,60,59,0,0,US
1649,28,60,52,0,0,US
1650,35,60,41,0,0,US
1651,28,60,59,0,0,CN
1652,23,60,56,0,0,PE
1653,2,60,59,0,0,BA
1654,60,60,60,0,0,JP
1655,47,60,18,1,36,US
1656,44,60,59,0,1,US
1657,6,60,4,0,0,US
1658,6,60,59,0,0,NL
1659,7,60,53,0,0,TW
1660,35,60,52,0,0,US
1661,1,60,36,2,2,BE
1662,22,60,60,0,0,GB
1663,59,60,58,0,2,IS
1664,7,59,59,0,0,US
1665,33,59,40,1,0,US
1666,1,59,59,0,0,SG
1667,41,59,49,1,0,US
1668,35,59,47,0,0,CA
1669,20,59,55,1,0,US
1670,23,59,58,0,0,JP
1671,34,59,48,2,3,US
1672,39,59,48,0,2,US
1673,26,59,51,0,4,CN
1674,10,59,58,1,0,US
1675,5,59,58,0,0,PE
1676,59,59,59,0,0,US
1677,25,59,52,0,4,US
1678,19,59,53,0,0,TH
1679,26,59,27,30,2,US
1680,18,59,56,1,0,US
1681,18,59,58,0,1,JP
1682,22,59,47,0,0,US
1683,20,59,22,0,0,US
1684,23,59,57,0,1,US
1685,17,59,53,0,2,US
1686,14,59,12,0,1,US
1687,33,59,55,1,0,US
1688,53,59,52,0,1,US
1689,57,59,41,0,1,US
1690,38,58,48,0,10,IN
1691,19,58,53,0,0,US
1692,25,58,45,0,0,US
1693,16,58,40,0,13,CN
1694,42,58,15,25,7,US
1695,15,58,55,0,0,AU
1696,10,58,57,0,0,JP
1697,7,58,56,0,0,US
1698,41,58,55,0,0,US
1699,13,58,56,0,0,AU
1700,26,58,55,0,1,US
1701,39,58,54,0,2,US
1702,41,58,55,0,0,US
1703,24,58,30,0,0,US
1704,10,58,46,0,0,US
1705,8,58,47,0,0,ID
1706,34,58,55,0,0,JP
1707,28,58,54,0,0,SG
1708,43,58,48,0,2,US
1709,33,58,52,1,2,SG
1710,16,58,49,0,3,US
1711,15,58,50,0,8,US
1712,10,58,47,0,0,US
1713,26,58,58,0,0,US
1714,23,58,51,0,1,US
1715,8,58,31,2,1,BE
1716,31,58,43,1,1,DE
1717,56,58,58,0,0,RO
1718,12,58,12,0,0,NL
1719,5,58,58,0,0,SE
1720,26,57,38,4,0,US
1721,37,57,46,0,3,US
1722,6,57,57,0,0,US
1723,26,57,56,0,1,JP
1724,46,57,57,0,0,JP
1725,33,57,46,0,0,CO
1726,27,57,57,0,0,JP
1727,39,57,48,1,3,US
1728,26,57,49,0,1,US
1729,29,57,52,0,2,US
1730,32,57,46,0,0,US
1731,57,57,0,0,0,US
1732,27,57,49,0,1,CN
1733,22,57,51,0,2,CN
1734,14,57,51,0,1,CN
1735,24,57,53,0,3,CN
1736,6,57,57,0,0,PE
1737,16,57,57,0,0,PE
1738,21,57,57,0,0,PE
1739,25,57,49,0,0,PE
1740,29,57,57,0,0,PE
1741,18,57,53,0,0,PE
1742,2,57,57,0,0,DK
1743,2,57,57,0,0,US
1744,28,57,55,0,0,US
1745,54,57,47,0,0,US
1746,56,57,54,0,2,US
1747,7,57,57,0,0,AU
1748,1,57,57,0,0,US
1749,10,57,50,0,0,SG
1750,4,57,20,0,0,SG
1751,17,57,57,0,0,TW
1752,30,57,56,0,0,US
1753,39,57,45,0,0,US
1754,33,57,53,2,0,US
1755,57,57,2,0,55,US
1756,47,57,26,0,0,US
1757,5,57,55,0,0,US
1758,7,57,55,0,0,US
1759,37,57,37,1,0,FR
1760,35,56,50,0,0,JP
1761,21,56,53,0,0,US
1762,24,56,46,0,0,US
1763,8,56,56,0,0,US
1764,56,56,56,0,0,SG
1765,32,56,50,0,0,US
1766,17,56,54,0,0,US
1767,33,56,47,0,2,US
1768,49,56,52,0,0,US
1769,20,56,37,0,0,US
1770,2,56,56,0,0,US
1771,28,56,54,0,0,HK
1772,2,56,56,0,0,US
1773,10,56,48,0,0,CA
1774,7,56,56,0,0,US
1775,1,56,56,0,0,US
1776,6,56,53,3,0,US
1777,4,56,12,0,1,SG
1778,4,56,23,0,0,SG
1779,49,56,51,0,0,US
1780,22,56,55,0,0,US
1781,44,56,49,0,2,US
1782,42,56,53,2,0,US
1783,11,55,54,0,0,US
1784,2,55,55,0,0,US
1785,31,55,37,0,0,US
1786,33,55,42,0,2,US
1787,17,55,45,8,1,US
1788,12,55,32,0,0,US
1789,45,55,53,0,0,FR
1790,31,55,47,0,4,US
1791,30,55,49,1,2,US
1792,34,55,47,2,1,US
1793,33,55,44,0,1,US
1794,5,55,53,0,0,TR
1795,26,55,47,0,0,SE
1796,4,55,52,0,0,PE
1797,55,55,55,0,0,CA
1798,24,55,52,0,1,US
1799,29,55,51,0,0,TW
1800,14,55,53,0,0,US
1801,26,55,48,0,2,US
1802,13,55,53,0,1,JP
1803,13,55,54,0,0,SG
1804,26,55,45,0,0,SG
1805,14,55,21,0,0,US
1806,28,55,34,0,11,US
1807,6,55,51,0,0,FI
1808,44,55,41,0,2,US
1809,1,55,34,2,1,BE
1810,12,54,49,0,5,US
1811,29,54,53,0,0,CN
1812,23,54,54,0,0,US
1813,9,54,49,0,0,US
1814,7,54,52,0,0,AU
1815,19,54,53,0,0,AU
1816,35,54,49,0,0,US
1817,32,54,53,0,0,US
1818,15,54,49,0,0,US
1819,30,54,41,0,1,US
1820,23,54,41,0,0,US
1821,15,54,51,0,0,US
1822,22,54,53,0,0,US
1823,19,54,47,0,3,CN
1824,50,54,54,0,0,SE
1825,5,54,53,0,0,PE
1826,21,54,53,0,0,PE
1827,48,54,39,0,9,CN
1828,5,54,54,0,0,US
1829,1,54,54,0,0,US
1830,20,54,42,0,0,HK
1831,2,54,53,0,0,IN
1832,53,54,5,0,48,US
1833,51,54,54,0,0,JP
1834,2,54,54,0,0,FR
1835,8,54,3,0,50,DE
1836,54,54,52,0,1,US
1837,32,54,50,0,2,US
1838,23,54,27,0,21,US
1839,19,54,51,0,0,TW
1840,35,54,19,0,0,US
1841,28,54,53,0,0,CA
1842,5,54,51,0,0,DE
1843,23,53,46,0,4,JP
1844,39,53,50,0,0,US
1845,19,53,37,1,0,US
1846,28,53,43,0,0,US
1847,14,53,47,0,0,AU
1848,11,53,47,2,0,US
1849,6,53,8,0,0,NL
1850,29,53,48,0,1,US
1851,6,53,47,0,1,US
1852,13,53,53,0,0,IN
1853,31,53,46,0,1,US
1854,34,53,52,0,0,US
1855,9,53,49,0,0,AU
1856,21,53,53,0,0,GT
1857,20,53,50,0,2,US
1858,11,53,52,0,0,US
1859,29,53,51,0,0,AU
1860,2,53,53,0,0,JP
1861,8,53,50,0,0,US
1862,15,53,53,0,0,US
1863,26,53,50,1,0,US
1864,20,53,49,0,0,NZ
1865,7,53,52,0,1,SG
1866,6,53,51,0,0,RU
1867,9,53,46,0,0,US
1868,27,53,46,1,1,NL
1869,7,53,53,0,0,TW
1870,53,53,52,0,0,US
1871,7,53,52,0,0,RU
1872,29,53,31,0,0,US
1873,29,53,53,0,0,DE
1874,18,53,53,0,0,GB
1875,38,52,45,2,1,JP
1876,7,52,46,0,0,US
1877,3,52,49,0,0,US
1878,15,52,49,1,0,US
1879,18,52,37,1,1,US
1880,14,52,28,0,0,US
1881,26,52,41,0,2,US
1882,6,52,52,0,0,RU
1883,25,52,48,0,0,AU
